MATRICULA;RAZON SOCIAL;MUN-COMERCIAL;EMAIL-COMERCIAL;CIIU-1;ACTIVIDAD
38546;DROGUERIA MULTIFAMILIAR DE CARTAGO;76147 - CARTAGO;angela_arboleda@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
39028;DROGUERIA CONTINENTAL;76147 - CARTAGO;orlandoalzate25@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES
40347;DROGAS SUPER EXITO # 2;76400 - LA UNION;davidsuperexito@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
40680;TIENDA NATURISTA VIDA SALUDABLE; YOPAL;gregory_rv@yahoo.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
41716;MULTIFARMACIA;76147 - CARTAGO;beatrizrelenarendon17@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES
41798;TIENDA NATURISTA MANANTIAL DE VIDA;76041 - ANSERMANUEVO;aguilagris322@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
42681;DROGUERIA EL SAMAN;76845 - ULLOA;victormario-n@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS  MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR  ACTIVIDADES DE MENSAJERIA  ACTIVIDADES DE POSTALES.
43087;SERVICIO FARMACEUTICO DUANA CARTAGO;76147 - CARTAGO;coordinador.operativo@duarquint.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES
43644;TIENDA NATURISTA LA ORTIGA;76400 - LA UNION;albeirosdvsf@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
43963;TIENDA NATURISTA FUENTE NATURAL;76147 - CARTAGO;barcenasnelly2008@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
44110;LA REAL TIENDA DEL PELUQUERO;76147 - CARTAGO;aichel1981@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS DE BELLEZA
44121;CENTRO BELLEZA YOLIS;76147 - CARTAGO;estetica-yolis@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE TRATAMIENTOS DE BELLEZA
44843;SERVICIO FARMACEUTICO DUANA ROLDANILLO;76622 - ROLDANILLO;yebrazapata38@yahoo.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS PARA EL CONSUMO HUMANO
45031;DROGAS LA ECONOMIA CARTAGO 1;76147 - CARTAGO;dpdcontabilidad@outlook.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
45375;DROGUERIA AMIGA EL CAIRO;76246 - EL CAIRO;oscarsta2017@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS FARMACEUTICOS Y DE TOCADOR
45516;TIENDA NATURISTA LA MANZANILLA;76622 - ROLDANILLO;dariovilla2015-@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURALES
45584;DROGUERIA SERVISALUD ZARAGOZA;76147 - CARTAGO;francofrank-1128@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES   COSMETICOS Y ARTICULOS DE TOCADOR
45736;BURBUJAS TIENDA DE BELLEZA; YOPAL;oros1969@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS DE BELLEZA
45819;DROGUERIA DON JOSE Y EL MILAGROSO;76400 - LA UNION;julilopez2230@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
46335;VILLA MARIA;76400 - LA UNION;frutales.villamaria@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
49368;DROGAS EL LLANO;76147 - CARTAGO;tamayoamparo@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
50197;DROGUERIA OPTIMA LA ITALIA;27660 - SAN JOSE DE PALMAR;jamg1403@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
50848;DROGAS EL CIPRES;76147 - CARTAGO;jairoheli2018@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
51001;HUMANASALUD CENTRO TERAPEUTICO INTEGRAL;76400 - LA UNION;xime1075@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;SERVICIO TERAPEUTICO Y VENTA DE ARTICULOS ORTOPEDICOS
51043;PERFUMERIA OSIRIS;76147 - CARTAGO;monicaqg0308@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
51339;DROGUERIA FARMA & BELLEZA;76041 - ANSERMANUEVO;carmeneo2011@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
51581;DROGUERIA Y MULTISERVICIOS DROGUISALUD;76622 - ROLDANILLO;luzdaclavijo@yahoo.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
51622;TIENDA NATURISTA FUENTE DE LA SALUD CARTAGO;76147 - CARTAGO;nolberacuario777.nq@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS  MEDICINALES Y COSMÉTICOS
51953;TIENDA NATURISTA YERBABUENA DE TORO; YOPAL;tiendanaturistayerbabuena@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURISTAS Y EXOTERICOS
52361;DROGUERIA SALOME;76243 - EL AGUILA;yordano79@live.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
53343;DROGAS LA ECONOMIA;76147 - CARTAGO;dpdarriendos@outlook.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
53972;SERVIDROGAS J.C;76147 - CARTAGO;pato162125@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
61620;LA PAÑALERA DE SANTI CARTAGO;76147 - CARTAGO;jairo160679@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PAÑALES
54107;CASA DEL NATURISTA EL PARAISO DE LA SALUD 888;76147 - CARTAGO;cartagosaname@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
54808;CENTRO NATURISTA NUTRIVID;76622 - ROLDANILLO;nutrivid10@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURALES
55007;DROGUERIA EL PALMAR;27660 - SAN JOSE DE PALMAR;robert65zapata@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
55879;DROGUERIA LA MEJOR ANSERMA;76041 - ANSERMANUEVO;jhonfredygonzalezcastro@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS Y COSMETICOS
56360;TIENDA NATURISTA LA ORQUIDEA CARTAGO;76147 - CARTAGO;nestorjfranco@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
56490;DROGUERIA RICHI;76622 - ROLDANILLO;gustavomg19@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARM Y FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
56774;CAMINEMOS-AYUDAS ORTOPEDICAS;76622 - ROLDANILLO;caminemosao@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS ORTOPEDICOS  FARMACEUTICOS Y MEDICINALES   EN ESTABLECIMIENTOS ESPECIALIZADOS
57097;SIEMPRE BELLAS Y ALGO MAS;76400 - LA UNION;claudialraffan@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
57521;MUJER KOKETA;76147 - CARTAGO;mujerkoketa@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL DETAL DE PRODUCTOS FAMACEUTICOS  COSMETICOS Y DE TOCADOR
57623;DROGUERIA ALEMANA 246;76400 - LA UNION;notificacionlegal@gropopular.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIALIZACION DE MEDICAMENTOS AL POR MENOR  COSMETICOS  PRODUCTOS DE TOCADOR Y OTROS
58526;ESSENSALE CARTAGO;76147 - CARTAGO;misabel.garcia@senthia.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE COSMETICOS Y ARTICULOS DE TOCADOR
58604;PLANTAS MEDICINALES AQUI ES ALBEIRO;76147 - CARTAGO;avalenciatangarife@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PLANTAS MEDICINALES
58932;NOVAFARMA SALUD PARA TU FAMILIA;76147 - CARTAGO;novafarmasaludparatufamilia@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERIA
59096;DISTRIBUIDORA NOVAFAR NATURAL;76147 - CARTAGO;luzca2223@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
60015;PLANTAS Y RAICES;76622 - ROLDANILLO;sacegomez78@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS MEDICINALES
60105;DROGUERIA VIDA Y SALUD OBANDO;76497 - OBANDO;albertoestrada15@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS
60327;DROGUERIA PANORAMA CENTRO;76497 - OBANDO;kokonina241829@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
60636;TIENDA MUNDO NATURAL;76147 - CARTAGO;amaya20081@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS NATURALES
60718;DROGUERIA VERSALLES 1;76863 - VERSALLES;toromariadelcarmen754@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR
60765;SERVIDROGA EL AGUILA;76243 - EL AGUILA;riosnorma131@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS
61409;DROGUERIA COPIVIDA;76147 - CARTAGO;mercedesbedoya21@outlook.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
96996;LIRIO PERFUMERIA;76147 - CARTAGO;lirio.cartago@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;PERFUMERIA
61729;DROGUERIA CAFIDOVIO;76250 - EL DOVIO;raulgave@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
62267;LA REBAJA PLUS DROGUERIA NO. 2  CARTAGO;76147 - CARTAGO;copservir@copservir.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIALIZACIÓN DE PRODUCTOS FARMACÉUTICOS Y DE TOCADOR EN ESTABLECIMIENTOS ESPEICALIZADOS
62301;COMEVALTS;76622 - ROLDANILLO;htsanchez55@hotmail.com;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;COMERCIO AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES   COSMÉTICOS Y ARTÍCULOS DE TOCADOR
62556;VITAL SALUD SAN JOSE;27660 - SAN JOSE DE PALMAR;bivimos@gmail.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS  COMERCIO AL POR MENOR DE LIBROS  PERIODICOS  MATERIALES Y ARTICULOS DE PAPELERIA Y ESCRITORIO  EN ESTABLECIMIENTOS ESPECIALIZADOS  COMERCIO AL POR MENOR DE COMPUTADORES  EQUIPOS PERIFERICOS  PROGRAMAS DE INFORMATICA Y EQUIPOS DE TELECOMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS  COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS  CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTOS VíVERES EN GENERAL  BEBIDAS ALCOHóLICAS Y NO ALCOHóLICAS Y TABACO
62688;DROGUERIA NUEVA VIDA ALCALA;76020 - ALCALA;jeisonvanesasdiaz@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES
62779;DROGUERIA FARMACOS;76020 - ALCALA;alejitorodriguez@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
62820;TIENDA NATURISTA MEDINAT CARTAGO;76147 - CARTAGO;medinat05@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;TIENDA NATURISTA
64658;AUDIFARMA CACERES;76147 - CARTAGO;notificacionesmercantiles@audifarma.com.co;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;COMERCIO AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS  MEDICINALES  COSMETICOS Y DE TOCADOR
65381;D & DISTRIBUIDORA LA ECONOMIA;76622 - ROLDANILLO;economia.distribuidora@gmail.com;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS  MEDICINALES  COSMETICOS Y DE TOCADOR Y VENTA DE MATERIALES Y ARTICULOS DE PAPELERIA
65600;PERFUMERIA AROMA Y PASION;76147 - CARTAGO;eliana_866@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;PERFUMERÍA
65700;STYLO DIANY;76622 - ROLDANILLO;stylodiany@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS DE BELLEZA
65817;DROGUERIA MULTIDESCUENTOS DE CARTAGO;76147 - CARTAGO;joseexitos@outlook.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
65882;DROGUERIA MEDICAR CARTAGO;76147 - CARTAGO;walters.0@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS Y VENTA DE BALOTO
65930;DROGUERIA MAXIDROGAS CARTAGO;76147 - CARTAGO;gloris99@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
65966;DROGUERIA LA 14 IVAN;76147 - CARTAGO;rosigogi@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
66722;COMERCIALIZADORA CAMPOFERTIL;76147 - CARTAGO;campofertilco@gmail.com;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;VENTA DE PRODUCTOS VETERINARIOS  MEDICAMENTOS  INSUMOS  EQUIPOS Y ASESORÍA TÉCNICA. SERVICIO DE TRANSPORTE.
66871;CREACIONES CLAUDIA;76147 - CARTAGO;claelrore@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PROUCTOS DE BELLEZA
66958;PERFUMATY;76622 - ROLDANILLO;rosaelenafc@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE INSUMOS PARA PERFUMERIA
67437;YAMILET ABADIA PERFUMERIA;76147 - CARTAGO;yamiletabadia@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS COSMÉTICOS Y ARTÍCULOS DE TOCADOR.
68206;TONOS Y TONOS ROLDANILLO;76622 - ROLDANILLO;linamaria08@yohoo.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS DE BELLEZA
68873;CASA COSMETICA;76497 - OBANDO;www.cort1971@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados
69190;SANUVID;76400 - LA UNION;sanuvid2022@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO  MUEBLES Y EQUIPOS DE ILUMINACION.
69276;NUTRIENTOS X 5;76147 - CARTAGO;gloria-lozzano@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS NATURALES
69461;DROGUERIA CRISALUD;76147 - CARTAGO;anaceciliaangulo@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERÍA
69753;DROGAS SUPER EXITO #5;76622 - ROLDANILLO;drogassuperexito01@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
70247;DROGUERIA MAXIDROGAS ROLDANILLO;76622 - ROLDANILLO;adriperea1@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS PARA EL CONSUMO HUMANO
