ORGANIZACIÓN JURÍDICA,CATEGORÍA,RAZÓN SOCIAL,NIT,DIRECCIÓN,BARRIO,TELÉFONO CONTACTO,EMAIL,PERSONAL,LATITUD,LONGITUD,LOCALIZACIÓN
ESTABLECIMIENTO,No Aplica,BELLEZA INFINITA LLANERA,No Aplica,CR 19 8 10,00283 - BRR 7 DE AGOSTO,3127892846,bellezainfinitayopal@gmail.com,1,5.3481424,-72.4018023,POINT (-72.4018023 5.3481424)
ESTABLECIMIENTO,No Aplica,DROGUERIA MULTISERVICIOS DTODITO,717801288,CALLE 5 5 14,00026 - BRR EL CENTRO,3138293707,maritzalopezvargas@hotmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,SAYBELL 1 DROGUERIA,71319603,CL 10 20 67,00026 - BRR EL CENTRO,6325232,llanerita2422@hotmail.com,1,5.3472328,-72.3992888,POINT (-72.3992888 5.3472328)
ESTABLECIMIENTO,No Aplica,TU SUPLEMENTO FIT,11185504359,CRA 14 24 18,00103 - BRR COVISEDCA,3213578826,nellymont_2@hotmail.es,1,5.3317493,-72.3991137,POINT (-72.3991137 5.3317493)
ESTABLECIMIENTO,No Aplica,DISTRIBUIDORA UNIVERSAL DE CASANARE,11185433154,CARRERA 21 21 39,00089 - BRR LA AMISTAD,3222848969,evysala90@gmail.com,2,5.338217,-72.3940276,POINT (-72.3940276 5.338217)
ESTABLECIMIENTO,No Aplica,SEGURSALUD S.O 2,No Aplica,CL 24 28 83,00006 - BRR BICENTENARIO,3115133094,jfhiguera_7@autlook.com,1,5.3400525,-72.3862743,POINT (-72.3862743 5.3400525)
ESTABLECIMIENTO,No Aplica,DROGUERIA FAMILIAR LA 24,129759033,CRA  9 24 02,00043 - BRR LA CAMPINA,3133559180,familiarcym2703@gmail.com,1,5.3325433,-72.404735,POINT (-72.404735 5.3325433)
ESTABLECIMIENTO,No Aplica,DROGUERIA D&P,10003302676,CALLE 14 31 A 19  LOCAL 105,00142 - BRR LA PRIMAVERA,3115162979,dianafernandabarrera@hotmail.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,TODO NATURAL PARA TU SALUD,10575840756,CL 40 23 71 LOCAL 7,00124 - BRR COMFACASANARE,3123754351,angelicabarrera006@gmail.com,1,5.3292092,-72.3809374,POINT (-72.3809374 5.3292092)
ESTABLECIMIENTO,No Aplica,LA POTENCIA  PRODUCTOS NATUTALES,793544911,CALLE 19 22 36,00030 - BRR EL GAVAN,3115143870,mauricioivan0624@gmail.com,1,5.3410363,-72.3936923,POINT (-72.3936923 5.3410363)
ESTABLECIMIENTO,No Aplica,ORTOPEDICOS Y QUIRURGICOS DEL LLANO YOLY,238618834,DG 9 12 230 LC 104,00137 - CONJUNTO RESIDENCIAL LA DECISION,3227409385,ortopedicosquirurgicosdelllano@gmail.com,1,5.3497707,-72.3948407,POINT (-72.3948407 5.3497707)
ESTABLECIMIENTO,No Aplica,DROGUERIA COLSUBSIDIO D386,8600073361,CARRERA 29 NO. 14 - 47 LOCAL 234 - 235 CC UNICENTRO,00135 - BRR PUERTO AMARILLA,6017420100,servicioalcliente@colsubsidio.com,3,5.347682,-72.3899701,POINT (-72.3899701 5.347682)
ESTABLECIMIENTO,No Aplica,DROGUERIA FARMALLANERA YOPAL,10634851848,CARRERA 7 40 A 30,00065 - BRR MARANATHA,3142339151,quinonezo435@gmail.com,1,5.317842,-72.4022798,POINT (-72.4022798 5.317842)
ESTABLECIMIENTO,No Aplica,DROGUERIA COLSUBSIDIO D536,8600073361,CALLE 30 NO. 26 - 65 CC GRAN PLAZA ALCARAVAN,No Aplica,6017420100,servicioalcliente@colsubsidio.com,3,5.3356732,-72.3858334,POINT (-72.3858334 5.3356732)
ESTABLECIMIENTO,No Aplica,DROGUERIA COLSUBSIDIO D201,8600073361,CALLE 10 NO. 22 - 06 LOCAL 1-014,No Aplica,6017420100,servicioalcliente@colsubsidio.com,9,5.347835,-72.3978773,POINT (-72.3978773 5.347835)
ESTABLECIMIENTO,No Aplica,DROGUERIA DAMILEMO,239378746,CARRERA 13 33 03,00120 - BRR NUEVO HABITAT II,3228914784,colchonesduperly@gmail.com,1,5.325139,-72.3982521,POINT (-72.3982521 5.325139)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,SALVUS SAS,9017259661,CALLE 16 A 31 128,00310 - BRR CAMINOS DE SIRIVANA,3212401596,karlosrodriguez53@yahoo.com,2,5.3449357,-72.3913613,POINT (-72.3913613 5.3449357)
ESTABLECIMIENTO,No Aplica,SALVUS SAS,9017259661,CALLE 16 A 31 128 BARRIO,00310 - BRR CAMINOS DE SIRIVANA,3212401596,karlosrodriguez53@yahoo.com,1,5.3449357,-72.3913613,POINT (-72.3913613 5.3449357)
ESTABLECIMIENTO,No Aplica,DROGUERIA LILIANA LA 60,11218737408,CALLE 60 N 4 OESTE 03,00097 - BRR LLANO LINDO,3213227024,gersaingamboa01@gmail.com,1,5.3015117,-72.406423,POINT (-72.406423 5.3015117)
ESTABLECIMIENTO,No Aplica,PERFUMES D-SIMON,11185736039,CENTRO COMERCIAL LA HERRADURA PISO 2 MODULO 2 LOCAL 2,00026 - BRR EL CENTRO,3226855214,duver_stiven@hotmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,DROGUERIA CRUZ VERDE UNICENTRO YOPAL,8001496951,CARRERA 14 NO. 14 - 47 LOCAL  1-48,00135 - BRR PUERTO AMARILLA,4924860,notificacionesjudiciales@cruzverde.com.co,4,5.3362314,-72.4007436,POINT (-72.4007436 5.3362314)
ESTABLECIMIENTO,No Aplica,DROGUERIA FARMAVITAL CASANARE,11185537712,CALLE 40 N 16 - 37,00054 - BRR LOS ALMENDROS,3223693220,mariagutierrezc3771@gmail.com,0,5.3191975,-72.393376,POINT (-72.393376 5.3191975)
ESTABLECIMIENTO,No Aplica,TIENDA NATURISTA NATURCENTRO SALUD Y BELLEZA,11185660972,CARRERA 20 Nro. 8 - 74,00026 - BRR EL CENTRO,3224018054,jexy_ruiz-@hotmail.com,0,5.3481579,-72.4008129,POINT (-72.4008129 5.3481579)
ESTABLECIMIENTO,No Aplica,DROGUERIA ALEMANA 438,8902087889,CALLE 15 20 14,00026 - BRR EL CENTRO,3176470888,asiscontabmanga@unidrogas.net.co,3,5.3430912,-72.3975822,POINT (-72.3975822 5.3430912)
ESTABLECIMIENTO,No Aplica,EL PERFUMITO,10002521444,CARRERA 22 N 8 - 79,00026 - BRR EL CENTRO,3125409657,lauradaniela0322@gmail.com,0,5.3492589,-72.3987278,POINT (-72.3987278 5.3492589)
ESTABLECIMIENTO,No Aplica,HOMEOCASANARE,11219063108,CALLE 25 11 45 PRIMER PISO,00053 - BRR ALAMOS,3208378333,homeocasanare2023@gmail.com,1,5.3321461,-72.4021028,POINT (-72.4021028 5.3321461)
ESTABLECIMIENTO,No Aplica,VITAL GREEN YOPAL,11185314412,CARRERA 19 14 23,00026 - BRR EL CENTRO,3213101972,andrea1985estacio@gmail.com,1,5.3430776,-72.3987713,POINT (-72.3987713 5.3430776)
ESTABLECIMIENTO,No Aplica,PERIODONTOS,524602893,CALLE 10 N. 25-40,00026 - BRR EL CENTRO,3114818928,nidiacatico06@gmail.com,1,5.349607,-72.3951173,POINT (-72.3951173 5.349607)
ESTABLECIMIENTO,No Aplica,DISTRIBUIDORA SAN JOSE FT,11009496931,CARRERA 26 13 66,00287 - BRR FLOR AMARILLO,3115116245,faustotibaduiza158@gmail.com,0,5.34684,-72.3929641,POINT (-72.3929641 5.34684)
ESTABLECIMIENTO,No Aplica,FARMACIA PONAL NO133O2O21 - YOPAL,8923006787,CALLE 17 NO. 14 - 12,00026 - BRR EL CENTRO,3699050,notificacionesjudiciales@eticos.com,2,5.3388453,-72.4014424,POINT (-72.4014424 5.3388453)
ESTABLECIMIENTO,No Aplica,DROGUERIA AVENIDA II BIS,801876755,CLL 20 25 75 PRIMER PISO,00006 - BRR BICENTENARIO,3103104301,oscaruiz22@hotmail.com,0,5.3417945,-72.3905134,POINT (-72.3905134 5.3417945)
ESTABLECIMIENTO,No Aplica,ORTOMONARCA,9013684112,LOCAL 1 PARQUEADERO HOSPITA,00137 - CONJUNTO RESIDENCIAL LA DECISION,3105851981,contabilidadgrupomonarcasas@gmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,CENTRO TERAPEUTICO MEDIJEN,915211155,CALLE 7 20 35,00026 - BRR EL CENTRO,3022209192,medicinaalternativamedijen@gmail.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,PRODUCTOS NATURALES LA MONA,10025586343,CARRERA 21 N 25 - 12,00075 - BRR PROVIVIENDA,3145106060,adrianaluciapintomalpica1973@gmail.com,0,5.3351974,-72.3927757,POINT (-72.3927757 5.3351974)
ESTABLECIMIENTO,PRINCIPAL,DULCEMEL,No Aplica,CALLE 14 N 20  34,No Aplica,3233182608,felipevelezmaldonado@gmail.com,0,5.3437602,-72.3978065,POINT (-72.3978065 5.3437602)
ESTABLECIMIENTO,No Aplica,DROGUERIA Y MINIMARKET LA 47,No Aplica,MZ 47 CA 44 CIUDADELA LA BENDICION,00118 - CIUDADELA LA BENDICION,3112381894,quinterohurtado.aqh@gmail.com,1,5.2892332,-72.4205615,POINT (-72.4205615 5.2892332)
ESTABLECIMIENTO,No Aplica,COMERCIALIZADORA PEREZ Y PEREZ YOPAL,463863111,CARRERA 16 38 04,00054 - BRR LOS ALMENDROS,3115501177,perezmery02@gmail.com,0,5.3207195,-72.3941757,POINT (-72.3941757 5.3207195)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,SUCURSAL,DIMEDICS SAS SEDE YOPAL,9015590901,CL 17 A 27 16,00042 - BRR JUAN PABLO II,3212085360,gerenciadimedics@gmail.com,2,5.3442829,-72.3904694,POINT (-72.3904694 5.3442829)
ESTABLECIMIENTO,No Aplica,DROGUERIA MEGA FARMA YOPAL II,11185485859,CR 11 41 A 04,00051 - BRR LAGUITO,3213115620,facturasmegafarmayopal@gmail.com,2,5.3172865,-72.3989236,POINT (-72.3989236 5.3172865)
ESTABLECIMIENTO,No Aplica,TIENDA NATURISTA LA SÁBILA Y SEMILLAS,682487967,CALLE 41 A 11 03,00204 - BRR EL PROGRESO,3134820337,johanyabner78@gmail.com,0,5.3177071,-72.3943702,POINT (-72.3943702 5.3177071)
ESTABLECIMIENTO,No Aplica,BIOVIDA SALUD NATURAL,No Aplica,TRSVERSAL 13 26 16,00049 - BRR LA PRADERA,3174237316,contabilidadbioscience@gmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,AUDIFARMA NEBRASKA,8160011827,CALLE 12 N 26A  03,No Aplica,3103474874,notificacionesmercantiles@audifarma.com.co,1,5.3452478,-72.3987438,POINT (-72.3987438 5.3452478)
ESTABLECIMIENTO,No Aplica,DROGUERIA Y MICELANEA FARMA FENIX,519192538,CALLE 46 Nro.10 03,00072 - BRR PROGRESO I,3224369388,lmchaparro3@gmail.com,0,5.3124428,-72.3978538,POINT (-72.3978538 5.3124428)
ESTABLECIMIENTO,No Aplica,DROGUERIA DISTRIFARMA YOPAL,94337094,CALLE 24 Nro.7 03 ESQUINA,00052 - BRR LAS PALMERAS,3118348714,juanbarr06@gmail.com,0,5.3315781,-72.4078445,POINT (-72.4078445 5.3315781)
ESTABLECIMIENTO,No Aplica,DROGUERIA EL TERMINAL VR,11185667758,CALLE 27 N 23 05,00046 - BRR LA FLORESTA,3173999199,alejandraramirezg12@hotmail.com,0,5.3348894,-72.3897208,POINT (-72.3897208 5.3348894)
ESTABLECIMIENTO,No Aplica,MISTIC ROSE UNICENTRO YOPAL,9015237129,CR 29 14 47 CC UNICENTRO YOPAL LC 32,00135 - BRR PUERTO AMARILLA,3143747319,comercializadoranilu@gmail.com,3,5.3478142,-72.390272,POINT (-72.390272 5.3478142)
ESTABLECIMIENTO,No Aplica,ASADERO EL CHOCOTERO,95247031,CALLE  10 N 18 - 48,00026 - BRR EL CENTRO,3104771364,luisfernandobohorquezfranco@gmail.com,2,5.3459816,-72.4010557,POINT (-72.4010557 5.3459816)
ESTABLECIMIENTO,No Aplica,DROGUERIA SU SALUD,748596726,CARRERA 19 N. 10-02,00026 - BRR EL CENTRO,6359637,juancamilo_r@hotmail.com,0,5.3461437,-72.4007337,POINT (-72.4007337 5.3461437)
ESTABLECIMIENTO,No Aplica,EN FORMA -MEDICAL SPA.,524291530,CALLE 12 NRO 20-27,00005 - BRR BELLO HORIZONTE,3102311677,lmlimamora@gmail.com,0,5.3454229,-72.3988095,POINT (-72.3988095 5.3454229)
ESTABLECIMIENTO,No Aplica,EDICIONES MUSICA Y CULTURA EMC.,93987768,CRA 18 A Nro.22-23,00030 - BRR EL GAVAN,3108717381,edimusicaycultura2866@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,INTEGRAL GROUPS S.A.S.,8440033104,CALLE 7 20 35,00026 - BRR EL CENTRO,3105346012,integralgroupyopal@gmail.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,ARTICULOS DE REHABILITACION,474289771,CALLE 10 NRO 24-42,00026 - BRR EL CENTRO,6348247,rosalbarincon14@hotmail.com,2,5.3491466,-72.395907,POINT (-72.395907 5.3491466)
ESTABLECIMIENTO,No Aplica,PROINCOL GESTION INTEGRAL DE PROYECTOS,9010629205,CARRERA 20 N 28-17,00005 - BRR BELLO HORIZONTE,6349410,proincolgipsas@gmail.com,1,5.3325177,-72.3919468,POINT (-72.3919468 5.3325177)
ESTABLECIMIENTO,No Aplica,DISTRIBELLEZA LAURY`S,233509055,CARRERA 19  11-61,00026 - BRR EL CENTRO,3138100772,sanchelis@hotmail.com,2,5.3451266,-72.399946,POINT (-72.399946 5.3451266)
ESTABLECIMIENTO,No Aplica,PATRICIA ECHEVERRI PELUQUERIA,474306361,CALLE  33A  N. 27B-48,00091 - BRR VILLA NATALIA,3115918490,parejaclaudia41@gmail.com,2,5.3330851,-72.3812349,POINT (-72.3812349 5.3330851)
ESTABLECIMIENTO,No Aplica,SUMINISTROS CULTURALES SC,463758731,CARRERA 29A N 30-28,00084 - BRR VILLA BENILDA,3108716906,alarcon230507c@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,PROSERCOL-PROFESIONALES AL SERVICIO DE COLOMBIA,96583328,CALLE 28 N. 20 - 32,00024 - BRR EL ALCARAVAN,3103343819,prosercolombia@gmail.com,1,5.3327195,-72.3917856,POINT (-72.3917856 5.3327195)
ESTABLECIMIENTO,No Aplica,BOUCHE ODONTOLOGÍA,334816691,CALLE 11 N 24-51,00059 - BRR LOS LIBERTADORES,3124519410,clauodontologia@hotmail.com,2,5.3482883,-72.395372,POINT (-72.395372 5.3482883)
ESTABLECIMIENTO,No Aplica,CENTRO DE ESTETICA  SANDRA GARCIA MEDINA,300825380,CALLE 21 N 30-04,00009 - BRR CARIBABARE,3113048480,sandragarciaestetica@gmail.com,2,5.3429183,-72.3861207,POINT (-72.3861207 5.3429183)
ESTABLECIMIENTO,No Aplica,INTEGRALIZATE,748584653,CARRERA 17A N. 17 - 57,00045 - BRR LA ESPERANZA,3222823496,kalseta@hotmail.com,1,5.3398736,-72.3986676,POINT (-72.3986676 5.3398736)
ESTABLECIMIENTO,No Aplica,PLANETA TENNIS YOPAL,237948203,CARRERA 19 8-58,00026 - BRR EL CENTRO,3223637747,jarica2009@yahoo.es,1,5.3477678,-72.4016715,POINT (-72.4016715 5.3477678)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,AGENCIA,OMNILIFE DE COLOMBIA YOPAL,8002088650,CALLE 10 NO. 22-76,00026 - BRR EL CENTRO,6086334138,elizabeth.pena@omnilife.com,2,5.3480373,-72.3974792,POINT (-72.3974792 5.3480373)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,ESCALA ARQUITECTONICA & SUDAMIN A&D S.A.S,9001151710,TRANSVERSAL 18  30  40,00142 - BRR LA PRIMAVERA,6333189,gerenciaescalaa@gmail.com,1,5.3284031,-72.4109815,POINT (-72.4109815 5.3284031)
ESTABLECIMIENTO,No Aplica,CENTRO DE BELLEZA VICTORIA DUQUE,11185374276,CALLE 60 Nro. 3A - 42,00292 - BRR LLANO GRANDE,3118377985,vivasir88@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,DISTRIBUIDORA RUIZ DEL LLANO,802651988,CARRERA 39 N. 11 -43,00095 - BRR VILLAS DEL PEDREGAL,6347163,raulmcfc@yahoo.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,CENTRO MEDICO DR. WILDER CARRILLO,743708262,CALLE 37 27 13,00031 - BRR EL MASTRANTO,3124794552,wilalfoca@hotmail.com,0,5.3288751,-72.382225,POINT (-72.382225 5.3288751)
ESTABLECIMIENTO,No Aplica,ODONTO SONRIA SIGLO XXI,633579124,CALLE 24 N 24 09 LOCAL 2,00039 - BRR EL SALITRE,3204359319,ruwill3@hotmail.com,2,5.3379868,-72.3901897,POINT (-72.3901897 5.3379868)
ESTABLECIMIENTO,No Aplica,MEDICAL FARMA DROGUERIA YOPAL,11185583110,CALLE 21 N. 25-85,00006 - BRR BICENTENARIO,3222199017,medicalfarmayopal@gmail.com,1,5.3409571,-72.3901468,POINT (-72.3901468 5.3409571)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,LOGOS GPC S.A.S,9006308787,CARRERA 25 NO. 16-40,00057 - BRR LOS HELECHOS,3125304546,logosgpc@gmail.com,1,5.3442212,-72.3928039,POINT (-72.3928039 5.3442212)
ESTABLECIMIENTO,No Aplica,PAOLA CORREA REHABILITACION ORAL,333783885,CALLE 13 N 29- 41 SEGUNDO PISO 204,00007 - BRR BRISAS DEL CRAVO,3208393750,paolacorrealegui@gmail.com,1,5.3487383,-72.3915028,POINT (-72.3915028 5.3487383)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,DISTRIPLAST J&E S.A.S.,9006357799,CR. 17 NO. 32-66,00083 - BRR EL 20 DE JULIO,3208373081,bolsasje@hotmail.com,3,5.3273627,-72.3930026,POINT (-72.3930026 5.3273627)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,AGENCIA,COSECHAR YOPAL,8440031511,CARRERA 6 NO. 29-85,00033 - BRR EL PARAISO,6342026,contabilidad@cosecharsas.com,43,5.3261581,-72.4047084,POINT (-72.4047084 5.3261581)
ESTABLECIMIENTO,No Aplica,DENTTIS DRA DIANA RAMIREZ,11185380823,CARRERA 19 N 26 76,00075 - BRR PROVIVIENDA,3118880976,denttisdiana@gmail.com,1,5.3328523,-72.3937461,POINT (-72.3937461 5.3328523)
ESTABLECIMIENTO,No Aplica,CONSULTORIO ODONTOLOGICO SANDOVAL GOMEZ,373968823,CALLE 10 N 22 48 LOCAL 1,00005 - BRR BELLO HORIZONTE,3108793555,sandoval.gomez.odontologos@gmail.com,2,5.3480322,-72.3975416,POINT (-72.3975416 5.3480322)
ESTABLECIMIENTO,No Aplica,COMERCIALIZADORA  NORIEGA MR,497242439,CRA 21A N 28A -62,00037 - BRR EL RECUERDO,3138915404,marita1826@hotmail.com,2,5.3375246,-72.3935219,POINT (-72.3935219 5.3375246)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,EMPRESA DE SERVICIOS MEDICOS Y FARMACEUTICOS DE COLOMBIA S.A.S.,9007161275,CALLE 22 N 19 - 65,00030 - BRR EL GAVAN,3108024992,semedcos.a.s@gmail.com,2,5.3372304,-72.395237,POINT (-72.395237 5.3372304)
ESTABLECIMIENTO,No Aplica,DRA CONSTANZA GUTIERREZ,521442416,CALLE 11 N. 21 - 52,00026 - BRR EL CENTRO,3144671370,connygumo@gmail.com,0,5.3466096,-72.3981081,POINT (-72.3981081 5.3466096)
ESTABLECIMIENTO,No Aplica,LA GRAN LOCURA PAISA EN YOPAL,709092788,CR 20 N 13   41,00026 - BRR EL CENTRO,3188017264,gerencia.profesionalesfr@gmail.com,0,5.34419,-72.3983474,POINT (-72.3983474 5.34419)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,CMD AUDITORIAS COLOMBIA S.A.S.,9007553001,CLL 25 N 23 - 50 APTO 1001,00046 - BRR LA FLORESTA,3123203085,cmdacol@hotmail.com,8,5.3366878,-72.3899586,POINT (-72.3899586 5.3366878)
ESTABLECIMIENTO,No Aplica,BELLANOVA ESTETICA YULLY RODRIGUEZ,11185654845,CARRERA 21 NO. 20-59,00045 - BRR LA ESPERANZA,3106094833,yulispa21@gmail.com,1,5.3388192,-72.3944147,POINT (-72.3944147 5.3388192)
SOCIEDAD ANONIMA,AGENCIA,SAO 393 YOPAL,8901074873,CARRERA 24 23 15,00006 - BRR BICENTENARIO,3494364,msanchez@olimpica.com.co,74,5.3384684,-72.3904347,POINT (-72.3904347 5.3384684)
ESTABLECIMIENTO,No Aplica,INTEGRAL SOLUTIONS SD IPS,9003488306,CARRERA 23 12 43-45 CONSULTORIO 309,00149 - BRR EL LIBERTADOR,3187157349,gdiaz@integralsolutionssd.com,0,5.3464979,-72.3958924,POINT (-72.3958924 5.3464979)
ESTABLECIMIENTO,No Aplica,MUNDO ODONTOLOGICO V.I.P.,521847038,CENTRO COMERCIAL GRAN PLAZA ALCARAVAN LOCAL 5 Y 6,00124 - BRR COMFACASANARE,3108744931,luzarilg@hotmail.com,0,5.335525,-72.3855177,POINT (-72.3855177 5.335525)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,WAX CREATIONS S.A.S.,9009034486,CL 18 25  55,00057 - BRR LOS HELECHOS,3103049979,fastdogsas@gmail.com,1,5.3433223,-72.3916815,POINT (-72.3916815 5.3433223)
ESTABLECIMIENTO,No Aplica,SEDE EL LAGUITO CRUZ ROJA,8001005421,CRA 7 N. 40-105,00051 - BRR LAGUITO,6354934,casanare@cruzrojacolombiana.org,32,5.317842,-72.4022798,POINT (-72.4022798 5.317842)
ESTABLECIMIENTO,No Aplica,PELUQUERIA JIMENA CARDONA,528774339,CARRERA 7 N. 42 - 33,00069 - BRR NUEVO MILENIO,3123532512,adrinovag12@hotmail.com,1,5.3303392,-72.4070119,POINT (-72.4070119 5.3303392)
ESTABLECIMIENTO,No Aplica,ESTILO & GLAMOUR SALON DE BELLEZA,11158573674,CARRERA 25 NO. 23A-20,00039 - BRR EL SALITRE,3214935310,yuliana29135@hotmail.com,1,5.338446,-72.3894987,POINT (-72.3894987 5.338446)
ESTABLECIMIENTO,No Aplica,DOTACIONES & ACABADOS PANIMA,134603599,CARRERA 20 N 22 32,00030 - BRR EL GAVAN,3105702657,panima61@yahoo.com,0,5.3371043,-72.3945135,POINT (-72.3945135 5.3371043)
ESTABLECIMIENTO,No Aplica,BARBERIA TRISCORTES,743781168,CALLE 30A N 13A 59,00012 - BRR CASIQUIARE I,3107843373,edgar_tris1922@hotmail.com,1,5.3275639,-72.3994068,POINT (-72.3994068 5.3275639)
ESTABLECIMIENTO,No Aplica,BIODENTILAB,10323844853,CALLE 17 15 35 INTERIOR 101,00045 - BRR LA ESPERANZA,3228300453,biodentilab@gmail.com,4,5.3395512,-72.4007903,POINT (-72.4007903 5.3395512)
ESTABLECIMIENTO,No Aplica,SUMINTEGRALES DEL LLANO / LIFE NUTRITION,11185477581,CARRERA 20 N. 28 - 17,00075 - BRR PROVIVIENDA,3142086218,sumintregalesdelllano@gmail.com,1,5.3325177,-72.3919468,POINT (-72.3919468 5.3325177)
ESTABLECIMIENTO,No Aplica,YOHANA HERNANDEZ BEAUTY SALON,238361801,CALLE 29 N. 15 BIS - 10,00088 - BRR VILLA ROCIO,3133255574,yohanitah@hotmail.com,1,5.3297223,-72.396315,POINT (-72.396315 5.3297223)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,A&O SUMINISTROS SAS,9011199123,TRANSVERSAL 23A 34 - 08,00032 - BRR EL OASIS,3204452970,suministros2017.ao@gmail.com,1,5.3285802,-72.3856963,POINT (-72.3856963 5.3285802)
ESTABLECIMIENTO,No Aplica,TIENDA JOHAN LA 45B,683059991,CARRERA 8B N 45B-08,00073 - BRR PROGRESO II,3138173974,belsygutierrezchaparro@gmail.com,1,5.3180528,-72.4008981,POINT (-72.4008981 5.3180528)
ESTABLECIMIENTO,No Aplica,PAPELERIA BALDOR YOPAL,9015841819,CARRERA 20 N 14 -34,00026 - BRR EL CENTRO,3125253199,gerenciaprimaverats@gmail.com,2,5.3432127,-72.3981318,POINT (-72.3981318 5.3432127)
ESTABLECIMIENTO,No Aplica,MIGUEL ANGEL SOTO PELUQUERIA,10185106907,CALLE 27  14-09 LOCAL 1,00103 - BRR COVISEDCA,3118503075,miguese-34@hotmail.com,0,5.3306621,-72.3984779,POINT (-72.3984779 5.3306621)
ESTABLECIMIENTO,No Aplica,ZOE PERFUMERÍA YOPAL,11185603149,CALLE 60 NO. 1C OESTE - 48,00115 - BRR NUEVO HABITAT I,3132150452,sheilaa1911@hotmail.com,1,5.3026253,-72.4100657,POINT (-72.4100657 5.3026253)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,HEGOMIX DISTRIBUCIONES S.A.S.,9011584231,CARRERA 22 18-05,00030 - BRR EL GAVAN,3125552275,facturashegomix@outlook.es,14,5.3416169,-72.3942919,POINT (-72.3942919 5.3416169)
ESTABLECIMIENTO,No Aplica,I P S OXI CARE SAS YOPAL,9003386719,CALLE 20 N 19A - 25,00054 - BRR LOS ALMENDROS,3173018895,contabilidad@oxyexpress.com.co,2,5.3383809,-72.3962701,POINT (-72.3962701 5.3383809)
ESTABLECIMIENTO,No Aplica,COLOR Y ESTILO S Y S,11185325501,CALLE 62 A 7 OESTE 26,00099 - BRR VILLA NARINO,3102518141,soniagonzalez1985@hotmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,SEMPRE BELA,11185403509,CARRERA 29 N. 22-27,00009 - BRR CARIBABARE,3115913104,manugavi0211@gmail.com,5,5.341517,-72.3863977,POINT (-72.3863977 5.341517)
ESTABLECIMIENTO,No Aplica,SOLL ORTODONCIA YOPAL,No Aplica,CALLE 7  21 - 89,00077 - BRR SAN MARTIN,3148331228,sollyopalvcio@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,STYLE CORTE Y COLOR HS,10154555135,CARRERA 26 N 15A-10,00057 - BRR LOS HELECHOS,3014305711,stylecorteycolor@gmail.com,1,5.3451877,-72.3923745,POINT (-72.3923745 5.3451877)
ESTABLECIMIENTO,No Aplica,MANITOS TIENDA INFANTIL,603949184,CARRERA 20 NRO. 10 - 33 LOCAL 2,00026 - BRR EL CENTRO,3164993410,manitostiendainfantil@hotmail.com,2,5.3466368,-72.3996325,POINT (-72.3996325 5.3466368)
ESTABLECIMIENTO,No Aplica,GLAMOUR Y BELLEZA DEL LLANO,403948438,CALLE 7 N 21 - 13,00077 - BRR SAN MARTIN,3213344125,comercializadoraglamour2018@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
